class,pc1,pc2
Not,-16.34041926,13.19968184
Not,-14.77556486,10.23809949
Germinated,-18.14132615,11.6643807
Germinated,-16.53061855,11.16795342
Not,-13.9599435,9.084481142
Not,-15.18272804,11.6593103
Not,-12.03296659,7.006146746
Not,-12.67306848,6.308461925
Not,-17.29947671,14.88797669
Not,-15.01223518,12.45435517
Not,-12.47592892,7.306463931
Not,-15.21260455,10.67516968
Not,-9.8599503,5.730066018
Not,-15.64454841,11.91916892
Not,-12.42349981,7.825508224
Germinated,-22.49951045,17.05147581
Germinated,-14.71093953,12.03157541
Not,-10.70645263,7.352759742
Not,-12.53244437,8.461884284
Not,-16.78974174,13.9796289
Not,-11.79157562,2.610597509
Germinated,-16.58317322,14.53220035
Not,-13.00615073,5.738814462
Not,-14.47234972,11.24600928
Not,-13.24979403,9.098905956
Germinated,-20.8113711,16.47505235
Not,-12.98155442,6.037888324
Not,-13.70410289,9.550158667
Not,-14.57618163,11.61520589
Not,-13.14232988,10.77488392
Not,-19.29709741,13.75451808
Not,-18.72704021,15.7153571
Germinated,-17.29441458,15.18622948
Germinated,-16.72861244,12.59693921
Not,-15.04243995,11.87324698
Not,-16.48500733,13.60276074
Not,-13.63602804,10.84179373
Not,-12.70257788,8.462357071
Not,-11.74505907,7.506559751
Not,-11.14786864,6.610810008
Not,-15.95002791,9.540200505
Germinated,-13.81120856,6.872964775
Germinated,-13.10172632,6.759728721
Germinated,-18.53566422,1.728508434
Not,-12.82459539,3.805551291
Not,-11.62846353,4.82148577
Not,-11.51609548,5.991380502
Not,-12.84853683,5.699729653
Not,-13.8489601,6.316004349
Not,-17.72989337,9.908450527
Germinated,-16.18534481,5.655023982
Germinated,-15.50965003,6.231208653
Germinated,-14.61938277,7.43232197
Not,-12.63535808,5.799226098
Not,-11.2651803,4.710733592
Not,-8.419321458,3.415307334
Germinated,-14.12473723,6.312413791
Not,-12.65853288,4.692938027
Not,-14.55395912,6.961304646
Not,-18.29268558,8.851352875
Germinated,-13.33456962,6.105443799
Germinated,-14.66121055,8.178211206
Not,-11.97572712,7.271125199
Germinated,-11.93917988,6.429164481
Not,-13.02592237,7.29228986
Not,-13.02584045,4.779032155
Germinated,-16.53561044,7.431130317
Germinated,-14.63694492,5.919673924
Not,-11.96994337,3.882065996
Not,-13.37800528,6.842620689
Not,-9.44586196,4.062971039
Not,-9.891117869,1.93625953
Not,-14.49682929,9.712386727
Not,-14.00494748,7.702987991
Not,-11.20625833,3.572530542
Not,-14.14358992,5.306474114
Not,-9.36879979,2.948619242
Not,-12.06092288,5.570753912
Not,-10.59546904,4.281027996
Germinated,-16.95016515,9.316254254
Germinated,-11.67033108,6.239998418
Not,-10.58647395,3.725272997
Not,-12.93445785,4.560990132
Not,-14.80040595,7.906274274
Not,-10.91751712,-2.346133129
Germinated,-13.42350425,8.551688086
Not,-10.51611111,0.537787146
Not,-11.14486172,6.040497405
Not,-11.38303055,4.573608445
Germinated,-18.41388172,7.810628538
Not,-14.39880367,0.538364599
Not,-11.87885063,5.269985415
Not,-12.7126039,7.008866294
Not,-12.22069726,6.379606112
Not,-15.34202602,7.238042603
Not,-13.65456418,9.552892467
Germinated,-13.79942258,8.38185633
Germinated,-17.06812589,3.328218163
Not,-16.32669984,4.988861204
Not,-14.73793097,8.091954612
Not,-13.13860222,4.258538379
Not,-12.66045499,2.239751535
Not,-13.34145931,0.150841187
Not,-11.68621875,7.164672301
Not,-18.01784016,12.73010026
Germinated,-14.89319954,9.15440368
Germinated,-13.47234811,7.992180578
Germinated,-25.27263498,10.90190458
Not,-11.34100096,4.904949964
Not,-13.0531468,6.174347334
Not,-13.50444864,6.936818673
Not,-15.33920915,9.207288487
Not,-12.87889125,7.78627263
Not,-16.46915375,11.98972305
Germinated,-18.70121015,10.98002652
Germinated,-14.65142635,8.333924023
Germinated,-17.65151401,11.14564469
Not,-13.62664999,7.799129322
Not,-13.45972301,6.475207758
Not,-11.13046306,5.798542895
Germinated,-15.24825568,10.90407584
Not,-11.60792141,5.50355453
Not,-13.70968031,9.011254694
Not,-18.71097817,13.18282061
Germinated,-14.49305977,9.104668669
Germinated,-16.21559499,12.17478266
Not,-13.31505787,9.929332207
Germinated,-17.17591904,7.959226827
Not,-15.39081782,10.83224565
Not,-13.4507142,7.916683257
Germinated,-19.27741705,9.739935243
Germinated,-16.60119156,8.534055238
Not,-12.81393399,6.342728567
Not,-14.43073983,10.6739535
Not,-10.00209651,5.655799504
Not,-14.62538562,0.816264821
Not,-16.05992625,12.87805302
Not,-14.54931803,10.28968318
Not,-12.29419475,5.084996824
Not,-13.83715961,8.02545467
Not,-9.247133102,3.659320962
Not,-14.01452972,8.096588421
Not,-11.61812356,6.841189851
Germinated,-21.94492542,13.91285771
Germinated,-13.66449626,9.127296648
Not,-10.07759707,5.379981548
Not,-12.2433195,6.404291681
Not,-16.25187396,11.29668072
Not,-11.98185422,-1.380560608
Germinated,-15.32500424,10.88563956
Not,-12.77560592,0.266776308
Not,-14.69110961,8.508704481
Not,-12.29331921,5.770325267
Germinated,-19.13519836,13.56396005
Not,-10.69594775,2.25391047
Not,-12.59766445,6.654221381
Not,-13.9790464,8.185911935
Not,-12.42121445,8.133895013
Not,-16.92283525,10.57574275
Not,-17.24806112,11.16309472
Germinated,-15.26638978,11.43046771
Germinated,-15.13163689,8.460028721
Not,-14.15677828,8.398973387
Not,-14.68937935,9.869637361
Not,-12.09607207,6.42436594
Not,-11.3530575,2.414890516
Not,-11.03768529,6.01046586
Not,-13.9867171,3.896958044
Germinated,-19.64295344,11.20824496
Germinated,-16.27391852,8.312564728
Germinated,-12.53937821,6.177066076
Germinated,-23.05516954,-1.453239521
Not,-10.63499093,1.492645238
Not,-10.54957692,2.73302072
Not,-12.51811561,3.882584131
Not,-18.36746272,4.761120541
Germinated,-15.64713959,6.184930189
Germinated,-16.26350293,9.362814643
Germinated,-18.84713409,6.078605664
Germinated,-13.01777117,5.15042911
Germinated,-16.15333844,7.49235213
Not,-11.79272199,3.97216767
Not,-13.37696675,1.935171615
Not,-17.53582448,-1.18901711
Germinated,-16.7244073,6.674359631
Not,-13.85191026,1.227609262
Not,-11.23593258,5.643385754
Not,-17.56280195,8.232086515
Germinated,-12.85954856,4.895278996
Germinated,-15.59606171,7.802898639
Not,-14.58717922,6.387260609
Germinated,-18.92085877,2.665593528
Germinated,-18.08867351,7.016647624
Not,-13.98723328,4.471020825
Germinated,-17.20452302,3.867296116
Germinated,-12.64350041,3.592983605
Not,-12.0183629,3.821054065
Not,-13.62388774,6.939248076
Not,-13.5591179,2.883240768
Not,-17.40596432,-3.868567985
Not,-17.8447461,6.895462651
Germinated,-14.12718104,5.811061865
Not,-13.1465934,2.1809127
Not,-12.52761512,5.185843873
Not,-10.04220163,3.101902809
Not,-13.70567092,5.453167527
Not,-14.85744119,2.522148714
Germinated,-25.42164865,6.472454754
Germinated,-15.92935761,5.847104632
Not,-13.0390041,1.400653742
Not,-13.0259832,3.228704784
Germinated,-13.54636738,6.765224492
Not,-10.83747857,-0.84065352
Germinated,-14.71514264,6.875635938
Not,-14.23925618,-3.103935191
Not,-17.76256786,4.290735785
Not,-15.17692616,2.230343319
Germinated,-18.0067141,10.09356196
Not,-10.59592141,2.150072521
Not,-12.25786825,3.650655186
Not,-11.72111632,5.191323626
Not,-12.90136564,6.790907755
Germinated,-18.95500771,8.477065261
Germinated,-21.94276461,9.053458324
Germinated,-17.79132019,8.655671583
Germinated,-13.94879379,6.711610632
Not,-12.22586293,7.157969774
Not,-12.23354854,7.959009583
Not,-11.58954077,6.945109172
Not,-12.65457273,0.362049825
Not,-12.90697307,4.563782567
Not,-13.72608243,2.285801535
Germinated,-21.2915823,8.804663354
Germinated,-16.42575156,5.407503514
Germinated,-14.43713735,4.680591107
Germinated,-26.04309118,-6.373588644
Not,-11.23419508,-0.420638841
Not,-10.08998486,0.745710781
Not,-11.515255,2.09380771
Not,-18.26245898,2.867960091
Germinated,-16.23531862,5.596329561
Germinated,-17.23514348,8.829506415
Germinated,-22.862697,2.677000191
Germinated,-14.38635683,4.083625353
Germinated,-19.02608562,6.381608694
Not,-12.04269395,3.037969559
Not,-12.47032362,-2.099696114
Not,-16.46189443,-3.017849913
Germinated,-16.49361638,1.871265871
Not,-11.38439147,-1.310442731
Not,-11.64153652,4.336688434
Not,-18.04491072,5.788728498
Germinated,-14.04938076,4.09511711
Germinated,-16.77519902,5.995974509
Not,-14.65838075,6.80692668
Germinated,-18.8073796,0.097297962
Germinated,-21.11061848,5.469247765
Not,-14.0843705,4.091308406
Germinated,-19.87397527,1.987432428
Germinated,-14.46148847,0.848227702
Not,-12.80158259,3.043859146
Not,-15.28371473,8.651760948
Not,-13.09743715,2.513859241
Not,-17.91629576,-7.116193714
Not,-16.45960454,2.709753672
Germinated,-13.76731766,5.587485625
Not,-12.48585611,0.717952249
Not,-12.90844921,4.549307516
Not,-9.184679463,-1.566721323
Not,-14.5282468,6.521442953
Not,-13.85460729,2.541776852
Germinated,-30.16231774,3.151730665
Germinated,-18.397641,4.665222468
Not,-12.10303108,1.638604767
Not,-13.81234604,-3.4344254
Germinated,-14.61222257,6.300451124
Not,-13.95743505,-4.27161773
Germinated,-13.43675991,4.577621496
Not,-14.64128937,-4.414006385
Not,-20.71929824,2.121091744
Not,-13.67148301,-0.567869829
Germinated,-19.20358108,11.65124556
Not,-10.36112422,-0.247218759
Not,-12.09411973,-0.124497816
Not,-12.29805501,2.425057713
Not,-12.7347194,6.13397673
Germinated,-20.64709586,10.64186221
Germinated,-25.23093168,6.365099046
Germinated,-22.15670897,8.125798162
Germinated,-15.58769605,7.833279061
Not,-13.53118179,7.650542381
Not,-12.64646777,6.693613121
Not,-13.2922979,7.401428485
Not,-10.74774282,-1.040648922
Not,-12.57839313,4.252678982
Not,-18.3610315,3.075400547
Germinated,-28.70941385,8.627981207
Germinated,-23.30475155,9.743491656
Germinated,-20.82949688,8.350975719
Germinated,-42.03326626,7.266186404
Not,-14.33359802,3.28079766
Not,-13.97921873,4.242601178
Not,-13.95876875,2.486802852
Not,-20.83116107,6.420731016
Germinated,-22.25343565,8.471660201
Germinated,-20.25698266,10.95792141
Germinated,-33.49301096,10.97883845
Germinated,-18.38305945,8.045459123
Germinated,-28.8849144,10.58611047
Not,-14.15182668,4.201477349
Not,-15.73175704,-2.261758582
Not,-17.68852379,-1.970235834
Germinated,-21.41906372,2.499737753
Not,-13.51963304,-1.346929901
Not,-13.49254415,6.235786213
Not,-25.07875908,9.630077188
Germinated,-20.15851048,7.277695889
Germinated,-22.66204956,11.45770651
Not,-16.92078886,10.26762108
Germinated,-24.19000942,3.185752917
Germinated,-25.10645631,7.867243009
Not,-16.72219354,7.59484641
Germinated,-24.8740869,3.730207924
Germinated,-21.62961218,3.976922991
Not,-15.48376305,5.798492277
Not,-17.71719707,10.79613074
Not,-15.00194573,5.145383962
Not,-20.11997517,-7.859281163
Not,-16.14780179,0.180416547
Germinated,-12.97049936,2.681681827
Not,-14.03304977,-2.465302103
Not,-14.74093787,5.853650021
Not,-12.81380768,-3.07041788
Not,-16.58763733,8.508101732
Not,-14.47355273,3.788967798
Germinated,-32.19764757,2.970181543
Germinated,-19.56449613,5.750562503
Not,-11.63817293,1.114184538
Not,-12.13210271,-3.933348855
Germinated,-15.9554968,5.639070505
Not,-16.24857179,-5.494410754
Germinated,-15.37610459,2.606548696
Not,-19.74095394,-8.933636033
Not,-18.30610694,1.777615308
Not,-14.22944568,-3.580178283
Germinated,-21.31493379,12.76662312
Not,-11.6370186,-2.217247349
Not,-11.76482811,-3.142393426
Not,-11.08108132,-2.016490596
Not,-13.04836508,4.69384657
Germinated,-25.38135617,15.57726273
Germinated,-26.2672246,4.486820705
Germinated,-22.87474862,6.472458886
Germinated,-16.13728647,6.954772724
Not,-13.18027829,4.22260791
Not,-11.56113629,0.907399288
Not,-14.91463767,7.023912944
Not,-12.12991147,-3.550702595
Not,-11.7949295,2.434293398
Not,-22.80906542,10.58907394
Not,-21.98996801,12.20829165
Not,-19.03733974,10.88488237
Not,-19.05641532,12.49178312
Not,-19.14425714,7.284836092
Not,-21.89226882,15.29646484
Germinated,-25.27934402,17.69935722
Not,-17.2254304,9.287901201
Not,-18.28882169,7.564149101
Not,-16.88003251,8.293420331
Not,-17.93625488,9.148136004
Not,-18.08292759,13.82291153
Not,-19.02228603,13.90848339
Not,-17.87189385,12.5432991
Not,-15.91778181,8.504998981
Not,-14.6516708,7.12180199
Not,-20.37205811,16.28701014
Not,-15.90611131,9.792033123
Germinated,-17.16337291,11.38387435
Not,-19.68998428,12.81602775
Not,-17.39746612,12.32150645
Not,-16.3497944,10.51097525
Not,-18.78055971,16.9216474
Not,-15.50061382,8.544082544
Not,-18.69657701,10.58947524
Not,-16.62889883,13.57123751
Not,-18.07947245,13.19229936
Not,-16.10997109,7.083371914
Not,-15.56439951,10.67428734
Not,-14.41052076,8.373929191
Not,-16.20840785,10.30539362
Not,-14.6370236,9.831178708
Not,-18.16394289,14.75933213
Not,-14.76050628,8.934834139
Not,-17.96592624,12.41188117
Not,-14.53271527,8.062385765
Not,-13.69820919,6.184801014
Not,-13.77592804,9.489231836
Not,-14.42693334,10.85510186
Not,-14.9331714,8.896556111
Not,-15.30764769,9.462625327
Not,-16.93099356,13.34884606
Not,-14.32046522,8.484485827
Not,-14.84366311,9.410895894
Not,-14.63535978,10.36081738
Not,-15.04799006,10.31789203
Not,-12.81445527,8.372639258
Not,-16.35132365,11.53961566
Not,-15.85420769,8.486179926
Not,-15.33575173,8.760421501
Not,-13.93769602,8.757033489
Not,-12.84092264,6.533530209
Not,-14.21147898,7.391175839
Not,-12.42672527,8.511071976
Not,-14.10631176,10.57225452
Not,-13.15005287,6.761339032
Not,-11.60723858,5.440079167
Not,-13.47899375,9.016276059
Not,-11.86408035,7.547809591
Germinated,-14.49632678,11.57987423
Not,-12.34152427,7.136177212
Not,-12.27318475,8.083249087
Not,-12.88381168,8.965269052
Not,-12.80340587,8.722978763
Germinated,-13.80589215,6.070272772
Germinated,-13.18278994,7.579155516
Not,-11.33060141,5.599203259
Not,-12.97792006,7.553274894
Not,-9.778093577,1.979148662
Not,-12.97025014,9.157482348
Germinated,-15.42066519,10.42520562
Not,-9.692438996,4.18546315
Not,-12.72974968,4.306387743
Not,-10.82484356,3.991801262
Not,-10.53729474,2.679909234
Not,-13.33508107,8.821076897
Germinated,-13.20864865,8.61463794
Germinated,-12.23593989,5.630275922
Not,-9.143246545,2.363228099
Not,-8.747022248,2.508662454
Germinated,-15.74601626,9.604503396
Germinated,-12.6251283,6.184966222
Germinated,-12.51796243,6.565789585
Germinated,-13.76472112,6.858359267
Not,-12.42281271,5.626063753
Not,-11.70744232,4.453949076
Not,-13.35656741,9.520872174
Not,-10.07147542,2.744942105
Not,-14.7887655,4.286225172
Not,-14.09018475,8.861054161
Not,-14.31040933,7.454398558
Not,-9.847635115,1.673688367
Not,-10.64269682,4.319146393
Not,-8.904913769,1.795883682
Not,-11.30251303,4.09019449
Not,-12.29941752,6.584494754
Not,-15.93782209,8.562036721
Not,-13.28809898,5.618520883
Not,-15.54684788,8.587132292
Not,-10.27818053,3.039426616
Not,-9.690718493,0.894176982
Not,-10.23037614,3.713475607
Germinated,-10.58165704,5.115123603
Not,-11.49776655,4.067516813
Germinated,-15.24465408,6.691933599
Not,-14.53985457,7.79098438
Not,-12.23205288,4.104507147
Not,-10.89581932,3.49399591
Not,-10.84969679,4.689572116
Not,-11.12955166,4.163250178
Not,-9.331419731,3.806978076
Not,-13.3654152,6.657292818
Not,-13.32021795,2.726040044
Not,-12.29040289,3.241457321
Not,-10.93987948,4.618405301
Not,-9.725727089,2.341910984
Germinated,-10.60054845,3.083220995
Not,-9.610319931,3.943170516
Not,-11.10709277,5.28673005
Not,-10.38866454,1.371893481
Not,-10.62580254,2.222481512
Not,-11.75501924,5.104350074
Not,-9.942552607,4.283586345
Germinated,-11.64847502,6.448986822
Not,-9.428338698,2.801715281
Not,-9.354681264,3.290321107
Not,-10.39270471,4.586370417
Not,-11.10480947,4.530393522
Germinated,-16.44688635,10.09130737
Germinated,-17.10340162,10.37107687
Not,-12.87457367,8.52625884
Germinated,-15.25990677,11.68636802
Not,-11.55080475,4.949513842
Not,-13.19804952,10.55485834
Germinated,-19.67254068,12.30256656
Not,-12.05192307,6.162680369
Not,-15.03786478,7.660970567
Not,-12.5477765,6.938375053
Not,-14.32356388,7.029087771
Germinated,-14.79031132,12.15174779
Germinated,-16.60416958,14.01558438
Germinated,-15.07146549,9.062467435
Not,-10.65981529,5.050839637
Not,-11.09243804,4.910751533
Germinated,-18.50149566,13.82715386
Germinated,-16.46528913,12.26208503
Germinated,-15.3262997,8.758608882
Germinated,-17.84975453,13.60806362
Not,-14.770981,10.72250229
Not,-13.31750686,9.04911598
Germinated,-16.37676961,13.87616421
Not,-13.85531127,5.677669692
Not,-17.73257116,10.79982854
Not,-15.84138183,13.24406848
Not,-16.94787239,13.15055795
Not,-13.48527255,8.185471617
Not,-12.65330687,8.726200159
Not,-11.28621546,6.100490708
Not,-15.40839363,8.358494781
Not,-17.62228456,11.20214135
Not,-18.25735122,13.66775174
Germinated,-15.61786782,10.78239069
Not,-19.79784382,16.17751124
Not,-12.90512639,7.87135083
Not,-11.75109824,5.499952247
Germinated,-14.65314324,8.037740733
Germinated,-15.68576594,8.840400184
Not,-16.4542858,7.978619997
Germinated,-19.65981013,13.81358197
Not,-17.89721213,14.06325498
Germinated,-14.98701481,9.914690388
Not,-14.05895003,9.215561337
Not,-13.87095339,9.734174123
Not,-14.39280655,9.236441141
Not,-14.60635855,8.107651531
Not,-18.66801526,10.94502179
Not,-17.35707948,9.280037309
Not,-16.05450995,9.066878095
Not,-15.23886679,11.33184013
Not,-12.66512087,7.499657056
Germinated,-14.62984881,9.095496781
Not,-12.36445352,9.160132188
Not,-14.52884646,10.67852531
Not,-13.5088888,5.870833007
Not,-14.04244772,6.528892848
Not,-15.61951273,10.97060665
Not,-14.604902,11.33798261
Germinated,-15.0996809,12.47230868
Not,-12.50999336,8.704516043
Not,-12.2607969,8.360658742
Not,-13.41111589,9.649991169
Not,-14.31280649,8.416671308
Germinated,-14.29691214,8.182877627
Germinated,-17.16181961,7.389646306
Not,-12.53994511,7.085449142
Germinated,-15.09230953,9.689300838
Not,-11.6019869,3.491749985
Germinated,-13.86952304,9.73065904
Germinated,-19.99876009,7.234012102
Not,-10.84948066,5.796935185
Not,-12.87866118,6.831243898
Not,-11.48596641,5.513722256
Not,-13.94500443,5.608029566
Germinated,-14.48628878,10.07056831
Germinated,-17.53838638,11.57876177
Germinated,-16.56015841,7.783920076
Not,-10.29044512,4.203692464
Not,-9.826202861,4.280642589
Germinated,-17.44170048,14.27022898
Germinated,-15.24936076,11.29605657
Germinated,-13.968808,6.08423263
Germinated,-17.81470518,12.97369661
Not,-14.97536686,9.333700899
Not,-13.26057372,7.383758586
Germinated,-15.27898923,12.06207797
Not,-11.48476267,5.80072487
Not,-14.72864128,9.693096564
Not,-14.08427011,11.89729089
Not,-16.30410413,11.24634892
Not,-13.37055467,7.270760943
Not,-11.99557669,6.601937725
Not,-10.45526622,4.391154605
Germinated,-13.96271558,7.662555273
Not,-14.43861863,11.63864769
Not,-14.38573572,11.95118928
Germinated,-13.62756459,9.680360257
Not,-18.79035234,14.0820388
Not,-12.55440426,6.205374279
Not,-10.84239926,3.453366371
Germinated,-14.33069893,6.166467843
Germinated,-13.30523625,8.507032482
Not,-13.73793741,8.945594757
Germinated,-13.82746141,10.17070936
Not,-15.88688392,12.40924968
Germinated,-14.07391109,8.578926214
Not,-13.2104009,7.309734276
Not,-13.62610701,8.386415764
Not,-13.69895265,8.1574296
Germinated,-13.48037514,8.469111752
Not,-15.16839683,11.10399636
Not,-13.30672007,7.679105583
Not,-13.42462246,7.235091817
Not,-13.6678435,8.997485053
Not,-11.87205732,5.449456152
Germinated,-13.55457112,6.475257739
Not,-11.13397806,6.766767783
Not,-13.21509817,9.382250481
Not,-10.93444865,5.143813762
Not,-10.06734412,4.760680814
Not,-12.82919229,8.357871345
Not,-13.88746387,9.748689086
Germinated,-14.34344905,9.87231845
Not,-11.63435748,6.349520201
Not,-11.39921568,6.232185687
Not,-12.53909531,8.087303519
Not,-12.02009707,7.510750404
Germinated,-13.17483698,7.630136404
Germinated,-16.75468927,5.479952493
Not,-12.73143691,8.553028477
Germinated,-13.28427994,9.236231183
Not,-10.2628377,4.722605636
Germinated,-12.75782554,9.508835946
Germinated,-18.06477827,3.998507956
Not,-14.84968718,2.228250089
Germinated,-11.37968138,5.090610329
Not,-10.57506395,5.333044393
Not,-11.64364292,4.159509189
Germinated,-12.90958818,8.273602617
Germinated,-15.14333586,8.377237279
Germinated,-14.36342305,4.612700556
Not,-9.825163783,3.557964419
Not,-12.81359611,1.719807161
Germinated,-15.346055,10.47546382
Germinated,-13.44230216,8.724709976
Germinated,-11.63368545,3.553960762
Germinated,-13.99105285,10.35948719
Germinated,-12.94871907,7.822109629
Not,-12.54496177,6.109406072
Germinated,-17.50250023,5.101014532
Not,-17.42916676,-5.920423694
Not,-15.02824688,8.13384181
Not,-13.08261483,10.29231301
Not,-13.61909178,8.150913882
Not,-11.92148936,6.92928542
Not,-11.42383085,6.243667455
Not,-13.19850306,2.470595047
Germinated,-19.58509428,-5.578232852
Not,-22.46120078,-7.799518247
Not,-13.83223829,9.808908163
Germinated,-13.31691435,8.263076864
Not,-16.0731117,9.992540258
Not,-11.74559193,5.609840995
Not,-10.49151757,3.223847008
Germinated,-12.90911372,2.31695365
Germinated,-16.58101739,3.719775952
Not,-18.50838228,0.580386686
Germinated,-11.92173296,5.666805228
Not,-15.16392605,11.25211634
Germinated,-12.8166962,6.851962089
Not,-12.86423337,6.34638902
Not,-12.63565443,7.30899268
Germinated,-15.40842443,5.344810193
Germinated,-16.37462065,-1.774758727
Not,-20.21084629,-3.750856058
Not,-12.8974166,5.766100325
Not,-12.57616592,5.529391538
Not,-11.94457559,7.238856862
Not,-10.88778314,5.858733712
Germinated,-12.49253245,5.450971468
Not,-14.48949824,2.795892272
Not,-18.31093299,-4.23357195
Not,-17.64744538,-8.565665169
Not,-10.65647025,4.97106167
Not,-12.30424622,7.768908828
Not,-12.49758745,8.639871847
Germinated,-11.99437512,8.578747304
Not,-13.09908969,3.940024953
Not,-15.73934482,-3.649258054
Not,-17.10839232,-4.723098079
Not,-17.26206267,-7.394699916
Germinated,-12.86475609,7.610311133
Germinated,-17.60752779,6.242132072
Not,-13.41138698,9.205884542
Germinated,-15.75594822,7.87574282
Not,-15.36245408,-2.146826698
Germinated,-16.28528504,0.57669098
Germinated,-23.98077792,-1.367132779
Not,-15.01494115,-2.559668626
Germinated,-12.18072897,5.707132735
Not,-11.25747321,6.138547934
Not,-12.22917089,4.700120838
Germinated,-14.7048851,6.597027172
Germinated,-21.06376138,2.307333737
Germinated,-20.54562897,-7.364333279
Not,-14.46917775,-4.165737797
Not,-14.21129664,-1.929234756
Germinated,-14.70136856,7.821235973
Germinated,-14.06362735,9.623752172
Germinated,-11.61765567,2.841810175
Germinated,-14.91781988,11.32600079
Germinated,-14.13027058,6.747379458
Not,-15.82842519,-0.998057702
Germinated,-18.14591704,3.102428259
Not,-15.07506788,2.318641306
Not,-15.4058056,9.620280566
Not,-12.32248543,9.77045899
Not,-14.11849861,9.032391431
Not,-12.06475528,6.829291582
Not,-11.99455217,7.076690492
Not,-13.32328216,0.204650263
Germinated,-17.07537479,-3.306324959
Not,-19.13335489,0.775088095
Not,-13.54575913,10.56968183
Germinated,-13.63028711,9.294954513
Not,-16.32920826,10.33680236
Not,-12.47189868,6.252918768
Not,-11.49700282,2.840696081
Germinated,-16.11481772,-2.017989579
Germinated,-15.87746888,-2.670671329
Not,-16.45825526,-4.127873441
Germinated,-12.90357975,6.189689429
Not,-14.16407342,10.9721682
Germinated,-13.29664006,7.563360084
Not,-13.4723574,6.848483537
Not,-16.22336994,5.712381781
Germinated,-16.42639601,-0.693684128
Germinated,-13.11491114,-3.624622772
Not,-17.72142367,-0.872738861
Not,-12.393191,6.003139612
Not,-12.55932881,5.87581043
Not,-12.61856251,7.696335867
Not,-13.59751519,5.841103087
Germinated,-15.71737876,-0.029231202
Not,-15.28740308,-1.341423894
Not,-16.91056365,0.378357567
Not,-14.98886751,-4.053115083
Not,-10.60778015,5.449381285
Not,-12.45415691,8.285504313
Not,-14.37634323,9.300348914
Germinated,-17.24571607,4.628290119
Not,-15.96438677,-2.535938562
Not,-14.3221604,-2.622220545
Not,-15.55831196,-0.928448139
Not,-16.85017283,-2.697015888
Germinated,-13.66215221,8.251914259
Germinated,-19.23338431,6.683871475
Not,-14.02588848,9.019886701
Germinated,-16.99177029,4.595793387
Not,-16.10920446,-0.739052203
Germinated,-17.10135926,4.077186711
Germinated,-27.89389361,1.821610284
Not,-16.31084599,-0.286280425
Germinated,-20.6860221,13.03079686
Not,-12.19963609,6.869949752
Not,-12.84784949,5.755685547
Germinated,-16.20765581,6.967690282
Germinated,-21.59173318,6.633780336
Germinated,-19.24698086,-0.141386956
Not,-14.18513629,-0.34777284
Not,-15.27933857,1.065618337
Germinated,-24.83526764,9.226567879
Germinated,-16.24152335,11.87724224
Germinated,-14.10823311,4.750931646
Germinated,-16.29956738,13.14613137
Germinated,-15.65037743,11.49482721
Not,-14.56231908,8.398271436
Germinated,-17.85226961,11.66804085
Not,-16.71044575,-1.50281265
Not,-20.10891829,14.542635
Not,-16.58438578,12.80903843
Not,-18.57375656,14.05051171
Not,-16.26760076,9.310062346
Not,-14.1445893,9.936111695
Not,-13.46113727,5.624841555
Germinated,-18.37974426,4.993708372
Not,-20.58354406,4.276263299
Not,-18.32139634,12.9418927
Germinated,-18.01589254,14.04464114
Not,-21.72865544,16.70446443
Not,-15.86654281,8.949743309
Not,-14.46466023,5.172592874
Germinated,-20.14530985,2.258486264
Germinated,-18.59903277,3.129455807
Not,-17.68490675,6.0019919
Germinated,-22.03849107,11.86482275
Not,-17.80563688,14.70376401
Germinated,-17.40640863,10.15809874
Not,-18.646121,10.96767806
Not,-20.14390913,7.447132924
Germinated,-18.26996477,3.232947057
Germinated,-15.14786731,-0.085576515
Not,-18.74570572,8.840153382
Not,-21.92610816,7.886071326
Not,-18.06056023,9.882005018
Not,-18.32221903,11.3387171
Not,-18.07884388,5.88190027
Germinated,-19.04480975,-0.057966572
Not,-17.19189163,1.913985958
Not,-21.22300436,6.05691034
Not,-16.3637916,7.190656828
Not,-22.12236493,4.352021937
Not,-19.09438951,10.43672607
Not,-21.66026888,8.661500444
Germinated,-19.72075287,4.630168531
Not,-17.28525524,5.722964011
Not,-17.08553577,5.553320197
Not,-18.06467204,6.952694926
Not,-17.8391257,9.515428133
Germinated,-20.71591529,4.183775351
Germinated,-20.55042895,8.207793509
Not,-14.07838002,10.64991892
Germinated,-14.60651366,10.76576113
Not,-9.918871124,3.973011688
Germinated,-13.82150107,11.48516913
Germinated,-24.32136877,14.30655978
Not,-12.81406667,8.158121751
Germinated,-21.41323938,3.381197607
Not,-14.32130997,6.915184424
Not,-12.56335426,4.744854121
Germinated,-16.19070545,9.945041286
Germinated,-18.10093004,9.749064602
Germinated,-17.12939267,5.989713471
Not,-10.99540361,4.64791394
Not,-10.60747875,6.008913689
Germinated,-25.5409538,5.74174438
Germinated,-15.62598161,9.508270638
Germinated,-12.58216237,3.078568768
Germinated,-16.42638158,12.32884487
Germinated,-14.55512741,9.854331337
Not,-14.27525297,8.231875107
Germinated,-14.20565294,11.32732422
Not,-11.04965489,2.606456932
Not,-20.66521073,7.045586825
Germinated,-14.0465466,10.36465106
Not,-14.75481744,9.942300193
Not,-12.46706566,5.620214838
Not,-13.64034716,7.869314439
